straat,plaats,oppervlakte_kamer,oppervlakte_subtitel,prijs,gas_water_licht,opleverniveau,beschikbaarheid,publicatiedatum,kamers_url,woningdetails
Mijnsherenlaan,in Rotterdam,17 m,,€ 590,p/m | incl. g/w/e,Gemeubileerd,12-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/mijnsherenlaan/kamer-1986699,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Populierenlaan,in Leidschendam,9 m,Totale oppervlakte: 700 m 2,€ 50,p/m | incl. g/w/e,Gemeubileerd,07-09-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-leidschendam/populierenlaan/kamer-1986719,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Kraneweg,in Groningen,30 m,,€ 725,p/m | incl. g/w/e,Gestoffeerd,10-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-groningen/kraneweg/kamer-1986879,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Raphael Lemkinstraat,in Amsterdam,11 m,,€ 550,p/m | incl. g/w/e,Gemeubileerd,20-04-2021,56 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/raphael-lemkinstraat/kamer-1832878,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Van de Sande Bakhuijzenstraat,in Amsterdam,15 m,Totale oppervlakte: 999 m 2,€ 1078,p/m | incl. g/w/e,Gemeubileerd,13-08-2020,56 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/van-de-sande-bakhuijzenstraat/kamer-1837132,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  8  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Bizetlaan,in Utrecht,14 m,Totale oppervlakte: 84 m 2,€ 1049,p/m | incl. g/w/e,Gemeubileerd,23-08-2020 tot 30-06-2021,47 weken geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/bizetlaan/kamer-1841668,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Geen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Ja '}"
Louis de Visserstraat,in Amsterdam,10 m,Totale oppervlakte: 30 m 2,€ 650,p/m | incl. g/w/e,Gemeubileerd,31-07-2022,35 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/louis-de-visserstraat/kamer-1861471,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  3 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Bierkade,in Den Haag,13 m,,€ 650,p/m | incl. g/w/e,Gemeubileerd,01-04-2021,47 weken geleden geplaatst,https://kamernet.nl/huren/kamer-den-haag/bierkade/kamer-1860250,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
David Wijnkoopstraat,in Amsterdam,10 m,,€ 600,p/m | incl. g/w/e,Gemeubileerd,01-06-2022,35 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/david-wijnkoopstraat/kamer-1870141,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
IJsselsingel,in Den Bosch,85 m,Totaal 3 kamers,€ 1225,p/m | excl. g/w/e,Gestoffeerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-den-bosch/ijsselsingel/appartement-1987133,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Volmerlaan,in Rijswijk,15 m,,€ 800,p/m | incl. g/w/e,Gemeubileerd,01-04-2021,43 weken geleden geplaatst,https://kamernet.nl/huren/kamer-rijswijk/volmerlaan/kamer-1871427,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Geen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Schipholweg,in Leiden,17 m,,€ 615,p/m | excl. g/w/e,Gemeubileerd,01-01-2022,35 weken geleden geplaatst,https://kamernet.nl/huren/studio-leiden/schipholweg/studio-1867214,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Willem Ruyslaan,in Rotterdam,16 m,Totale oppervlakte: 999 m 2,€ 1100,p/m | incl. g/w/e,Gemeubileerd,21-12-2020,36 weken geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/willem-ruyslaan/kamer-1890139,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  8  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Naardermeer,in Rotterdam,20 m,,€ 650,p/m | incl. g/w/e,Gemeubileerd,11-03-2021,32 weken geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/naardermeer/kamer-1880163,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Kerkstraat,in Amsterdam,112 m,Totaal 3 kamers (2 slaapkamers) ,€ 2950,p/m | incl. g/w/e,Gemeubileerd,20-03-2021 tot 13-01-2022,34 weken geleden geplaatst,https://kamernet.nl/huren/appartement-amsterdam/kerkstraat/appartement-1898487,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisdieren': ' Nee '}"
Valkhof,in Amsterdam,12 m,Totale oppervlakte: 30 m 2,€ 850,p/m | incl. g/w/e,Gemeubileerd,31-01-2022,34 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/valkhof/kamer-1899247,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Rosendaalsestraat,in Arnhem,11 m,Totale oppervlakte: 110 m 2,€ 475,p/m | incl. g/w/e,Gemeubileerd,01-08-2022,35 weken geleden geplaatst,https://kamernet.nl/huren/kamer-arnhem/rosendaalsestraat/kamer-1893144,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' In overleg '}"
Werengouw,in Amsterdam,17 m,Totale oppervlakte: 40 m 2,€ 850,p/m | incl. g/w/e,Gemeubileerd,30-06-2022,35 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/werengouw/kamer-1893449,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Jisperveldstraat,in Amsterdam,10 m,,€ 650,p/m | incl. g/w/e,Gemeubileerd,31-08-2022,30 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/jisperveldstraat/kamer-1909443,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Nachtwachtlaan,in Amsterdam,12 m,Totale oppervlakte: 100 m 2,€ 600,p/m | incl. g/w/e,Gestoffeerd,07-09-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/nachtwachtlaan/kamer-1986740,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Burgemeester de Beaufortplein,in Markelo,35 m,,€ 260,p/m | incl. g/w/e,Kaal,07-09-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/anti-kraak-markelo/burgemeester-de-beaufortplein/anti-kraak-1986751,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Stromarkt,in Amsterdam,33 m,Totaal 1 kamer (1 slaapkamer) ,€ 1100,p/m | incl. g/w/e,Gestoffeerd,11-09-2021 tot 10-09-2023,4 dagen geleden geplaatst,https://kamernet.nl/huren/studio-amsterdam/stromarkt/studio-1985535,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Lucasbolwerk,in Utrecht,16 m,Totale oppervlakte: 40 m 2,€ 600,p/m | incl. g/w/e,Gemeubileerd,20-03-2021,53 weken geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/lucasbolwerk/kamer-1835070,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Gorterlaan,in Groningen,12 m,Totale oppervlakte: 20 m 2,€ 509,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-groningen/gorterlaan/kamer-1986735,"{'Woonkamer': ' Geen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Betuwestraat,in Arnhem,58 m,Totaal 2 kamers,€ 1350,p/m | incl. g/w/e,Gestoffeerd,07-09-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-arnhem/betuwestraat/appartement-1986762,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Nieuwe Doelenstraat,in Hilversum,95 m,Totaal 4 kamers,€ 2000,p/m | excl. g/w/e,Gemeubileerd,14-09-2021 tot 29-09-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-hilversum/nieuwe-doelenstraat/appartement-1986761,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Kritostraat,in Rotterdam,67 m,Totaal 3 kamers,€ 945,p/m | excl. g/w/e,Gestoffeerd,07-09-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-rotterdam/kritostraat/appartement-1986760,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Thijmstraat,in Eindhoven,50 m,Totaal 2 kamers,€ 1075,p/m | excl. g/w/e,Gestoffeerd,07-09-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-eindhoven/thijmstraat/appartement-1986759,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Flanorpad,in Leiden,13 m,,€ 290,p/m | incl. g/w/e,Gestoffeerd,07-09-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-leiden/flanorpad/kamer-1986764,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Telegraafstraat,in Tilburg,25 m,Totaal 1 kamer,€ 675,p/m | excl. g/w/e,Gestoffeerd,15-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-tilburg/telegraafstraat/appartement-1987132,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Ternatestraat,in Delft,30 m,Totale oppervlakte: 150 m 2,€ 600,p/m | excl. g/w/e,Gemeubileerd,01-10-2021,4 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-delft/ternatestraat/kamer-1986739,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' In overleg '}"
Havenweg,in Nieuwdorp,10 m,Totale oppervlakte: 20 m 2,€ 400,p/m | incl. g/w/e,Gemeubileerd,07-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-nieuwdorp/havenweg/kamer-1986782,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Beatrijsstraat,in Rotterdam,18 m,,€ 390,p/m | incl. g/w/e,Kaal,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/beatrijsstraat/kamer-1986785,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  5 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Germanenlaan,in Apeldoorn,75 m,,€ 975,p/m | excl. g/w/e,Gestoffeerd,01-11-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-apeldoorn/germanenlaan/appartement-1987144,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Parallelweg,in Sint Maartensvlotbrug,100 m,,€ 1750,p/m | excl. g/w/e,Gemeubileerd,23-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-sint-maartensvlotbrug/parallelweg/appartement-1987145,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Munnickenhof,in Heiloo,176 m,,€ 2450,p/m | excl. g/w/e,Gestoffeerd,01-11-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-heiloo/munnickenhof/appartement-1987146,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Overtoom,in Amsterdam,74 m,,€ 1950,p/m | excl. g/w/e,Gemeubileerd,15-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-amsterdam/overtoom/appartement-1987147,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
