straat,plaats,oppervlakte_kamer,oppervlakte_subtitel,prijs,gas_water_licht,opleverniveau,beschikbaarheid,publicatiedatum,kamers_url,woningdetails
Werfkade,in Amsterdam,40 m,Totaal 3 kamers (2 slaapkamers) ,€ 1150,p/m | excl. g/w/e,Gemeubileerd,16-10-2021 tot 01-05-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-amsterdam/werfkade/appartement-1987062,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Stadhoudersweg,in Rotterdam,12 m,Totale oppervlakte: 60 m 2,€ 560,p/m | incl. g/w/e,Gemeubileerd,01-10-2021 tot 31-01-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/stadhoudersweg/kamer-1987083,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Ribbeltsweg,in Enschede,15 m,Totale oppervlakte: 40 m 2,€ 215,p/m | excl. g/w/e,Gestoffeerd,01-11-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-enschede/ribbeltsweg/kamer-1987080,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Brederodestraat,in Zandvoort,16 m,Totale oppervlakte: 150 m 2,€ 700,p/m | incl. g/w/e,Gemeubileerd,12-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-zandvoort/brederodestraat/kamer-1987084,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Fons Olterdissenstraat,in Maastricht,14 m,,€ 1500,p/m | incl. g/w/e,Gemeubileerd,08-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-maastricht/fons-olterdissenstraat/kamer-1987065,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Kortwoudepad,in Amsterdam,14 m,Totale oppervlakte: 85 m 2,€ 600,p/m | incl. g/w/e,Gemeubileerd,10-09-2021 tot 30-04-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/kortwoudepad/kamer-1987078,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Adriaan van Bergenstraat,in Utrecht,16 m,,€ 385,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/adriaan-van-bergenstraat/kamer-1987091,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Billitonstraat,in Utrecht,6 m,Totale oppervlakte: 35 m 2,€ 400,p/m | excl. g/w/e,Gestoffeerd,07-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/billitonstraat/kamer-1986806,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Ja '}"
Haarlemmerstraatweg,in Halfweg,15 m,,€ 850,p/m | incl. g/w/e,Gemeubileerd,08-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-halfweg/haarlemmerstraatweg/kamer-1987101,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Haringvlietstraat,in Deventer,12 m,Totale oppervlakte: 40 m 2,€ 315,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-deventer/haringvlietstraat/kamer-1987066,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Oudelandsedijk,in Sommelsdijk,50 m,Totaal 2 kamers (1 slaapkamer) ,€ 1150,p/m | incl. g/w/e,Gemeubileerd,24-09-2021 tot 24-06-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-sommelsdijk/oudelandsedijk/appartement-1987052,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' D ', 'Huisdieren': ' Nee '}"
Gerard van Dinterstraat,in Rosmalen,17 m,Totale oppervlakte: 60 m 2,€ 470,p/m | incl. g/w/e,Gestoffeerd,01-10-2021 tot 01-10-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-rosmalen/gerard-van-dinterstraat/kamer-1987079,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Simon Stevinstraat,in Tilburg,36 m,Totaal 2 kamers,€ 737,p/m | excl. g/w/e,Onbekend,09-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-tilburg/simon-stevinstraat/appartement-1987129,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Fazantlaan,in Eindhoven,62 m,Totaal 1 kamer,€ 1450,p/m | excl. g/w/e,Gemeubileerd,01-01-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-eindhoven/fazantlaan/appartement-1987136,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Fazantlaan,in Eindhoven,60 m,Totaal 2 kamers,€ 1450,p/m | excl. g/w/e,Gemeubileerd,01-01-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-eindhoven/fazantlaan/appartement-1987135,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Fazantlaan,in Eindhoven,40 m,Totaal 1 kamer,€ 1200,p/m | excl. g/w/e,Gemeubileerd,01-01-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-eindhoven/fazantlaan/appartement-1987138,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Schoolstraat,in Vleuten,45 m,,€ 1000,p/m | incl. g/w/e,Gestoffeerd,15-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-vleuten/schoolstraat/appartement-1987121,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Bakkerstraat,in Zandvoort,30 m,Totaal 2 kamers (1 slaapkamer) ,€ 850,p/m | incl. g/w/e,Gemeubileerd,01-11-2021 tot 01-04-2022,Gisteren geplaatst,https://kamernet.nl/huren/appartement-zandvoort/bakkerstraat/appartement-1987340,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Vlamingstraat,in Delft,68 m,Totaal 1 kamer (1 slaapkamer) ,€ 1250,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/studio-delft/vlamingstraat/studio-1987060,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Pietersbergweg,in Amsterdam,15 m,Totale oppervlakte: 73 m 2,€ 875,p/m | incl. g/w/e,Gemeubileerd,15-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-amsterdam/pietersbergweg/kamer-1987299,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Brigantijnstraat,in Rotterdam,18 m,,€ 630,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/brigantijnstraat/kamer-1987089,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Adriaan van Bergenstraat,in Breda,14 m,,€ 490,p/m | incl. g/w/e,Kaal,09-09-2021 tot 31-01-2022,Gisteren geplaatst,https://kamernet.nl/huren/kamer-breda/adriaan-van-bergenstraat/kamer-1987345,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Klaverlaan,in Arnhem,11 m,,€ 400,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-arnhem/klaverlaan/kamer-1987061,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Verboomstraat,in Rotterdam,72 m,Totaal 3 kamers (2 slaapkamers) ,€ 1200,p/m | excl. g/w/e,Gemeubileerd,10-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/appartement-rotterdam/verboomstraat/appartement-1987344,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisdieren': ' Nee '}"
Simon de Vliegerstraat,in Eindhoven,123 m,Totaal 4 kamers,€ 1495,p/m | excl. g/w/e,Gemeubileerd,15-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-eindhoven/simon-de-vliegerstraat/appartement-1987134,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Lutmastraat,in Amsterdam,8 m,Totale oppervlakte: 65 m 2,€ 850,p/m | excl. g/w/e,Gemeubileerd,01-10-2021 tot 01-04-2022,Gisteren geplaatst,https://kamernet.nl/huren/kamer-amsterdam/lutmastraat/kamer-1987304,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Graaf Florisstraat,in Amsterdam,22 m,,€ 800,p/m | incl. g/w/e,Gestoffeerd,03-10-2021 tot 03-10-2023,Gisteren geplaatst,https://kamernet.nl/huren/kamer-amsterdam/graaf-florisstraat/kamer-1987301,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Cornelis Houtmanstraat,in Den Haag,6 m,,€ 662,p/m | incl. g/w/e,Gemeubileerd,17-09-2021 tot 31-12-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-den-haag/cornelis-houtmanstraat/kamer-1987316,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Tusveldburg,in Enschede,15 m,,€ 210,p/m | incl. g/w/e,Gestoffeerd,01-11-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-enschede/tusveldburg/kamer-1987330,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Rijn en Schiekade,in Leiden,16 m,Totale oppervlakte: 80 m 2,€ 312,p/m | incl. g/w/e,Kaal,20-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-leiden/rijn-en-schiekade/kamer-1987312,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Hugo de Vrieslaan,in Oegstgeest,20 m,,€ 650,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,Gisteren geplaatst,https://kamernet.nl/huren/studio-oegstgeest/hugo-de-vrieslaan/studio-1987307,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Eendrachtsstraat,in Rotterdam,22 m,Totale oppervlakte: 110 m 2,€ 670,p/m | incl. g/w/e,Gestoffeerd,01-10-2021 tot 01-02-2022,Gisteren geplaatst,https://kamernet.nl/huren/kamer-rotterdam/eendrachtsstraat/kamer-1987266,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  5 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Oude Delft,in Delft,16 m,,€ 340,p/m | incl. g/w/e,Gestoffeerd,09-10-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-delft/oude-delft/kamer-1987302,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' In overleg '}"
Vlietwaard,in Alkmaar,9 m,Totale oppervlakte: 150 m 2,€ 380,p/m | incl. g/w/e,Gestoffeerd,09-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-alkmaar/vlietwaard/kamer-1987231,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' B ', 'Huisgenoten': '  4  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Van Harinxmaweg,in Franeker,75 m,Totaal 1 kamer (1 slaapkamer) ,€ 500,p/m | excl. g/w/e,Gemeubileerd,10-09-2021 tot 10-09-2022,Gisteren geplaatst,https://kamernet.nl/huren/appartement-franeker/van-harinxmaweg/appartement-1987278,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' B ', 'Huisdieren': ' Nee '}"
Jacoba van Beierenlaan,in Delft,11 m,,€ 310,p/m | incl. g/w/e,Kaal,09-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-delft/jacoba-van-beierenlaan/kamer-1987251,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Nee ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Hoofdstraat,in Rijen,16 m,Totale oppervlakte: 150 m 2,€ 460,p/m | incl. g/w/e,Gemeubileerd,09-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-rijen/hoofdstraat/kamer-1987207,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Cesar Franckstraat,in Leeuwarden,100 m,Totaal 4 kamers (3 slaapkamers) ,€ 1500,p/m | excl. g/w/e,Kaal,09-09-2021 tot 01-09-2022,Gisteren geplaatst,https://kamernet.nl/huren/appartement-leeuwarden/cesar-franckstraat/appartement-1987247,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Nee ', 'Energielabel': ' B ', 'Huisdieren': ' Nee '}"
Burgemeester De Vlugtlaan,in Amsterdam,8 m,Totale oppervlakte: 70 m 2,€ 350,p/m | incl. g/w/e,Kaal,09-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-amsterdam/burgemeester-de-vlugtlaan/kamer-1987256,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
H.W. Mesdagplein,in Groningen,19 m,,€ 460,p/m | incl. g/w/e,Gemeubileerd,09-09-2021 tot 31-01-2022,Gisteren geplaatst,https://kamernet.nl/huren/kamer-groningen/h.w.-mesdagplein/kamer-1987335,"{'Woonkamer': ' Eigen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Boerhaavelaan,in Leiden,11 m,,€ 320,p/m | incl. g/w/e,Gestoffeerd,15-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-leiden/boerhaavelaan/kamer-1987262,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Pleinweg,in Rotterdam,35 m,Totaal 1 kamer (1 slaapkamer) ,€ 750,p/m | excl. g/w/e,Gestoffeerd,09-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/studio-rotterdam/pleinweg/studio-1987232,"{'Woonkamer': ' Eigen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Ja '}"
Zwanestraat,in Groningen,27 m,,€ 550,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-groningen/zwanestraat/kamer-1987269,"{'Woonkamer': ' Geen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  7 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Straatweg,in Rotterdam,23 m,Totale oppervlakte: 105 m 2,€ 400,p/m | incl. g/w/e,Gemeubileerd,09-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-rotterdam/straatweg/kamer-1987214,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Schouwstraat,in Groningen,80 m,Totaal 1 kamer (1 slaapkamer) ,€ 900,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,Gisteren geplaatst,https://kamernet.nl/huren/appartement-groningen/schouwstraat/appartement-1987272,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Dravik,in Malden,35 m,,€ 475,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-malden/dravik/kamer-1987274,"{'Woonkamer': ' Geen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' B ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Westerweg,in Alkmaar,19 m,,€ 500,p/m | incl. g/w/e,Kaal,01-10-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-alkmaar/westerweg/kamer-1987296,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Bankastraat,in Groningen,11 m,,€ 325,p/m | incl. g/w/e,Gestoffeerd,09-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-groningen/bankastraat/kamer-1987311,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Heezerweg,in Eindhoven,30 m,Totale oppervlakte: 120 m 2,€ 620,p/m | incl. g/w/e,Gemeubileerd,17-10-2021 tot 19-12-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-eindhoven/heezerweg/kamer-1986920,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Aawal,in Den Bosch,75 m,Totaal 2 kamers (1 slaapkamer) ,€ 550,p/m | excl. g/w/e,Gemeubileerd,01-11-2021 tot 01-11-2022,Gisteren geplaatst,https://kamernet.nl/huren/appartement-den-bosch/aawal/appartement-1987255,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Beneluxlaan,in Utrecht,15 m,,€ 643,p/m | incl. g/w/e,Gestoffeerd,24-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-utrecht/beneluxlaan/kamer-1987354,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Nee ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Ja '}"
Bakkerstraat,in Zandvoort,25 m,Totaal 1 kamer (1 slaapkamer) ,€ 800,p/m | incl. g/w/e,Gemeubileerd,01-11-2021 tot 01-04-2022,Gisteren geplaatst,https://kamernet.nl/huren/studio-zandvoort/bakkerstraat/studio-1987328,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Spoorwegstraat,in Arnhem,45 m,Totaal 1 kamer (1 slaapkamer) ,€ 699,p/m | incl. g/w/e,Gestoffeerd,01-11-2021,Gisteren geplaatst,https://kamernet.nl/huren/appartement-arnhem/spoorwegstraat/appartement-1987341,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
