html,straat,plaats,oppervlakte_kamer,oppervlakte_subtitel,prijs,gas_water_licht,opleverniveau,beschikbaarheid,publicatiedatum,kamers_url,woningdetails
kamer-1835070.html,Lucasbolwerk,in Utrecht,16 m,Totale oppervlakte: 40 m 2,€ 600,p/m | incl. g/w/e,Gemeubileerd,20-03-2021,54 weken geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/lucasbolwerk/kamer-1835070,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
kamer-1841668.html,Bizetlaan,in Utrecht,14 m,Totale oppervlakte: 84 m 2,€ 1049,p/m | incl. g/w/e,Gemeubileerd,23-08-2020 tot 30-06-2021,48 weken geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/bizetlaan/kamer-1841668,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Geen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Ja '}"
kamer-1988073.html,Bart de Ligtstraat,in Amsterdam,23 m,,€ 500,p/m | incl. g/w/e,Gemeubileerd,13-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/bart-de-ligtstraat/kamer-1988073,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Geen ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
kamer-1837132.html,Van de Sande Bakhuijzenstraat,in Amsterdam,15 m,Totale oppervlakte: 999 m 2,€ 1078,p/m | incl. g/w/e,Gemeubileerd,13-08-2020,57 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/van-de-sande-bakhuijzenstraat/kamer-1837132,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  8  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
kamer-1832878.html,Raphael Lemkinstraat,in Amsterdam,11 m,,€ 550,p/m | incl. g/w/e,Gemeubileerd,20-04-2021,57 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/raphael-lemkinstraat/kamer-1832878,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
kamer-1860250.html,Bierkade,in Den Haag,13 m,,€ 650,p/m | incl. g/w/e,Gemeubileerd,01-04-2021,48 weken geleden geplaatst,https://kamernet.nl/huren/kamer-den-haag/bierkade/kamer-1860250,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
kamer-1870141.html,David Wijnkoopstraat,in Amsterdam,10 m,,€ 600,p/m | incl. g/w/e,Gemeubileerd,01-06-2022,36 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/david-wijnkoopstraat/kamer-1870141,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
kamer-1987882.html,Dunantlaan,in Pijnacker,20 m,,€ 290,p/m | incl. g/w/e,Gemeubileerd,13-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-pijnacker/dunantlaan/kamer-1987882,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
kamer-1890139.html,Willem Ruyslaan,in Rotterdam,16 m,Totale oppervlakte: 999 m 2,€ 1100,p/m | incl. g/w/e,Gemeubileerd,21-12-2020,37 weken geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/willem-ruyslaan/kamer-1890139,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  8  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
kamer-1893449.html,Werengouw,in Amsterdam,17 m,Totale oppervlakte: 40 m 2,€ 850,p/m | incl. g/w/e,Gemeubileerd,30-06-2022,36 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/werengouw/kamer-1893449,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
kamer-1861471.html,Louis de Visserstraat,in Amsterdam,10 m,Totale oppervlakte: 30 m 2,€ 650,p/m | incl. g/w/e,Gemeubileerd,31-07-2022,36 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/louis-de-visserstraat/kamer-1861471,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  3 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
kamer-1899247.html,Valkhof,in Amsterdam,12 m,Totale oppervlakte: 30 m 2,€ 850,p/m | incl. g/w/e,Gemeubileerd,31-01-2022,34 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/valkhof/kamer-1899247,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
kamer-1893144.html,Rosendaalsestraat,in Arnhem,11 m,Totale oppervlakte: 110 m 2,€ 475,p/m | incl. g/w/e,Gemeubileerd,01-08-2022,36 weken geleden geplaatst,https://kamernet.nl/huren/kamer-arnhem/rosendaalsestraat/kamer-1893144,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' In overleg '}"
kamer-1899434.html,Badhuiskade,in Amsterdam,20 m,,€ 628,p/m | incl. g/w/e,Gemeubileerd,01-11-2021 tot 28-02-2022,34 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/badhuiskade/kamer-1899434,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
kamer-1909443.html,Jisperveldstraat,in Amsterdam,10 m,,€ 650,p/m | incl. g/w/e,Gemeubileerd,31-08-2022,31 weken geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/jisperveldstraat/kamer-1909443,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
kamer-1871427.html,Volmerlaan,in Rijswijk,15 m,,€ 800,p/m | incl. g/w/e,Gemeubileerd,01-04-2021,43 weken geleden geplaatst,https://kamernet.nl/huren/kamer-rijswijk/volmerlaan/kamer-1871427,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Geen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
kamer-1987887.html,Vinkenstraat,in Zaandam,18 m,,€ 750,p/m | incl. g/w/e,Gemeubileerd,13-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-zaandam/vinkenstraat/kamer-1987887,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Geen ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
studio-1985492.html,Buitenwatersloot,in Delft,12 m,Totaal 1 kamer (1 slaapkamer) ,€ 650,p/m | excl. g/w/e,Gemeubileerd,01-10-2021 tot 30-09-2022,1 week geleden geplaatst,https://kamernet.nl/huren/studio-delft/buitenwatersloot/studio-1985492,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' E ', 'Huisdieren': ' Nee '}"
kamer-1987574.html,Provincialeweg,in Heiligerlee,20 m,Totale oppervlakte: 100 m 2,€ 450,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-heiligerlee/provincialeweg/kamer-1987574,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  8  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
appartement-1987895.html,Rodeweeshuisstraat,in Groningen,65 m,Totaal 2 kamers (1 slaapkamer) ,€ 1000,p/m | excl. g/w/e,Kaal,05-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-groningen/rodeweeshuisstraat/appartement-1987895,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
appartement-1987898.html,Ginnekenstraat,in Breda,33 m,Totaal 1 kamer,€ 725,p/m | excl. g/w/e,Gestoffeerd,15-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-breda/ginnekenstraat/appartement-1987898,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
appartement-1987902.html,Lovensestraat,in Tilburg,46 m,Totaal 1 kamer,€ 1040,p/m | excl. g/w/e,Gestoffeerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-tilburg/lovensestraat/appartement-1987902,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
kamer-1987907.html,Steynlaan,in Zeist,16 m,,€ 599,p/m | excl. g/w/e,Gemeubileerd,13-09-2021 tot 15-09-2022,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-zeist/steynlaan/kamer-1987907,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
kamer-1987897.html,Jan Kistenstraat,in Den Haag,15 m,Totale oppervlakte: 30 m 2,€ 350,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-den-haag/jan-kistenstraat/kamer-1987897,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
kamer-1987906.html,Zandvoortselaan,in Heemstede,6 m,Totale oppervlakte: 125 m 2,€ 535,p/m | incl. g/w/e,Gestoffeerd,13-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-heemstede/zandvoortselaan/kamer-1987906,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
