straat,plaats,oppervlakte_kamer,oppervlakte_subtitel,prijs,gas_water_licht,opleverniveau,beschikbaarheid,publicatiedatum,kamers_url,woningdetails
Fagelstraat,in Nijmegen,66 m,Totaal 3 kamers (2 slaapkamers) ,€ 1100,p/m | excl. g/w/e,Gestoffeerd,06-09-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-nijmegen/fagelstraat/appartement-1984325,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Nee ', 'Energielabel': ' G ', 'Huisdieren': ' In overleg '}"
Jacoba van Beierenlaan,in Delft,13 m,,€ 350,p/m | incl. g/w/e,Gestoffeerd,17-09-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-delft/jacoba-van-beierenlaan/kamer-1984340,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' In overleg '}"
IJdoornlaan,in Amsterdam,16 m,Totale oppervlakte: 100 m 2,€ 700,p/m | incl. g/w/e,Gemeubileerd,01-09-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/ijdoornlaan/kamer-1984320,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' B ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Torenmolen,in Amsterdam,10 m,,€ 550,p/m | incl. g/w/e,Gestoffeerd,01-09-2021 tot 31-08-2022,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/torenmolen/kamer-1984079,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Emmy Andriessestraat,in Amsterdam,10 m,Totale oppervlakte: 70 m 2,€ 795,p/m | incl. g/w/e,Gemeubileerd,01-10-2021 tot 30-06-2022,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/emmy-andriessestraat/kamer-1984126,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Edisonstraat,in IJmuiden,19 m,Totale oppervlakte: 25 m 2,€ 425,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-ijmuiden/edisonstraat/kamer-1984123,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  5 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Regentesselaan,in Den Haag,44 m,,€ 675,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/studio-den-haag/regentesselaan/studio-1984381,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Parallelweg,in Venlo,65 m,,€ 780,p/m | incl. g/w/e,Kaal,01-09-2021 tot 01-11-2021,5 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-venlo/parallelweg/appartement-1984616,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Prinses Julianastraat,in Zwolle,12 m,,€ 325,p/m | incl. g/w/e,Gestoffeerd,01-09-2021 tot 31-08-2022,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-zwolle/prinses-julianastraat/kamer-1984138,"{'Woonkamer': ' Eigen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Nee ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Van Bleyswijckstraat,in Delft,10 m,Totale oppervlakte: 60 m 2,€ 420,p/m | incl. g/w/e,Gemeubileerd,13-09-2021 tot 01-05-2022,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-delft/van-bleyswijckstraat/kamer-1984350,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Hamerstraat,in Den Haag,125 m,Totaal 4 kamers (1 slaapkamer) ,€ 2050,p/m | excl. g/w/e,Gemeubileerd,15-09-2021 tot 14-09-2023,6 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-den-haag/hamerstraat/appartement-1984353,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Spaarndammerdijk,in Amsterdam,50 m,Totaal 2 kamers (1 slaapkamer) ,€ 1450,p/m | excl. g/w/e,Gemeubileerd,08-10-2021,5 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-amsterdam/spaarndammerdijk/appartement-1984606,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Diamantpad,in Delft,12 m,,€ 375,p/m | incl. g/w/e,Gemeubileerd,01-09-2021 tot 01-07-2022,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-delft/diamantpad/kamer-1984140,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Heilige Geestkerkhof,in Delft,10 m,Totale oppervlakte: 100 m 2,€ 500,p/m | incl. g/w/e,Kaal,05-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-delft/heilige-geestkerkhof/kamer-1984156,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Slotlaan,in Capelle aan den IJssel,11 m,Totale oppervlakte: 47 m 2,€ 350,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-capelle-aan-den-ijssel/slotlaan/kamer-1983897,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Molenstraat,in Tilburg,25 m,,€ 595,p/m | excl. g/w/e,Onbekend,31-08-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-tilburg/molenstraat/kamer-1984202,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Jacoba van Beierenlaan,in Delft,12 m,,€ 330,p/m | incl. g/w/e,Kaal,18-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-delft/jacoba-van-beierenlaan/kamer-1984142,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' In overleg '}"
Campuslaan,in Enschede,10 m,,€ 230,p/m | incl. g/w/e,Gestoffeerd,30-08-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-enschede/campuslaan/kamer-1984147,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Boulevard 1945,in Enschede,15 m,Totale oppervlakte: 100 m 2,€ 470,p/m | incl. g/w/e,Gestoffeerd,30-08-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-enschede/boulevard-1945/kamer-1984128,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Oost-Indieplaats,in Delft,20 m,,€ 355,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-delft/oost-indieplaats/kamer-1984163,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' In overleg '}"
Elzenstraat,in Tilburg,22 m,,€ 475,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-tilburg/elzenstraat/kamer-1984143,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Cornelis Troostplein,in Amsterdam,18 m,,€ 800,p/m | excl. g/w/e,Gestoffeerd,01-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/cornelis-troostplein/kamer-1984158,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Hogerhoeve,in Nieuwegein,140 m,Totaal 6 kamers (4 slaapkamers) ,€ 1500,p/m | excl. g/w/e,Gemeubileerd,31-08-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-nieuwegein/hogerhoeve/appartement-1984180,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisdieren': ' Nee '}"
H. Cleyndertweg,in Amsterdam,10 m,Totale oppervlakte: 134 m 2,€ 740,p/m | incl. g/w/e,Gemeubileerd,15-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/h.-cleyndertweg/kamer-1984168,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Javastraat,in Enschede,21 m,,€ 235,p/m | excl. g/w/e,Kaal,30-08-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-enschede/javastraat/kamer-1984145,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Nee ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Langestraat,in Oldenzaal,22 m,,€ 470,p/m | excl. g/w/e,Gestoffeerd,01-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-oldenzaal/langestraat/kamer-1984208,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Saffraanplein,in Almere,55 m,Totaal 2 kamers (1 slaapkamer) ,€ 1200,p/m | incl. g/w/e,Gemeubileerd,03-10-2021 tot 01-02-2022,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-almere/saffraanplein/appartement-1984181,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisdieren': ' Ja '}"
Boezemsingel,in Rotterdam,12 m,Totale oppervlakte: 70 m 2,€ 590,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/boezemsingel/kamer-1984199,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Zijlweg,in Haarlem,12 m,,€ 295,p/m | incl. g/w/e,Kaal,01-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-haarlem/zijlweg/kamer-1984167,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Van Beuningenstraat,in Amsterdam,50 m,,€ 1500,p/m | excl. g/w/e,Gemeubileerd,01-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-amsterdam/van-beuningenstraat/appartement-1984210,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Wijngaardplein,in Eindhoven,109 m,Totaal 5 kamers,€ 1300,p/m | excl. g/w/e,Onbekend,31-08-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-eindhoven/wijngaardplein/appartement-1984203,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Bundlaan,in Amsterdam,85 m,,€ 2750,p/m | excl. g/w/e,Gestoffeerd,31-08-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-amsterdam/bundlaan/appartement-1984212,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Rietdekkerweg,in Rotterdam,20 m,Totale oppervlakte: 100 m 2,€ 600,p/m | incl. g/w/e,Gemeubileerd,06-09-2021 tot 06-03-2022,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/rietdekkerweg/kamer-1984161,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Heilige Geestkerkhof,in Delft,11 m,Totaal 10 kamers (5 slaapkamers) ,€ 500,p/m | incl. g/w/e,Kaal,05-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-delft/heilige-geestkerkhof/appartement-1984155,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Tolstraat,in Enschede,78 m,Totaal 4 kamers,€ 1250,p/m | excl. g/w/e,Gestoffeerd,01-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-enschede/tolstraat/appartement-1984209,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Randweg,in Noordwijk,100 m,,€ 1095,p/m | excl. g/w/e,Gemeubileerd,25-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-noordwijk/randweg/appartement-1984215,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Ruysdaelkade,in Amsterdam,12 m,Totale oppervlakte: 85 m 2,€ 875,p/m | excl. g/w/e,Kaal,01-11-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/ruysdaelkade/kamer-1984219,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Professor Enno Dirk Wiersmastraat,in Groningen,16 m,,€ 380,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-groningen/professor-enno-dirk-wiersmastraat/kamer-1984386,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Van Mierisstraat,in Tilburg,115 m,Totaal 5 kamers (4 slaapkamers) ,€ 1285,p/m | excl. g/w/e,Gestoffeerd,01-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-tilburg/van-mierisstraat/appartement-1984243,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Nee ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Koornmarkt,in Delft,12 m,,€ 300,p/m | incl. g/w/e,Gestoffeerd,06-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-delft/koornmarkt/kamer-1911412,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Thomas a Kempislaan,in Arnhem,12 m,Totale oppervlakte: 20 m 2,€ 400,p/m | incl. g/w/e,Gemeubileerd,15-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-arnhem/thomas-a-kempislaan/kamer-1961817,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Vosmaerstraat,in Den Haag,16 m,Totale oppervlakte: 60 m 2,€ 450,p/m | incl. g/w/e,Kaal,31-08-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-den-haag/vosmaerstraat/kamer-1984249,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Lissabonstraat,in Groningen,38 m,Totaal 2 kamers (1 slaapkamer) ,€ 925,p/m | incl. g/w/e,Gemeubileerd,01-10-2021 tot 01-08-2022,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-groningen/lissabonstraat/appartement-1981571,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Nee ', 'Energielabel': ' A ', 'Huisdieren': ' Nee '}"
Hendrik van Viandenstraat,in Amersfoort,30 m,Totaal 2 kamers,€ 755,p/m | excl. g/w/e,Gestoffeerd,01-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-amersfoort/hendrik-van-viandenstraat/appartement-1984217,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Beekstraat,in Nuenen,12 m,,€ 350,p/m | incl. g/w/e,Gestoffeerd,31-10-2021 tot 31-10-2022,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-nuenen/beekstraat/kamer-1984259,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' D ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Watertuin,in Warmond,79 m,,€ 995,p/m | excl. g/w/e,Gemeubileerd,15-10-2021,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-warmond/watertuin/appartement-1984213,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Amsterdamsestraatweg,in Utrecht,10 m,Totale oppervlakte: 60 m 2,€ 480,p/m | incl. g/w/e,Kaal,01-09-2021,1 week geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/amsterdamsestraatweg/kamer-1984198,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
John Franklinstraat,in Amsterdam,20 m,Totale oppervlakte: 30 m 2,€ 500,p/m | incl. g/w/e,Gemeubileerd,31-08-2021 tot 31-05-2023,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/john-franklinstraat/kamer-1984250,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Utrechtseweg,in Hilversum,30 m,,€ 580,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-hilversum/utrechtseweg/kamer-1984264,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' F ', 'Huisgenoten': '  3 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Eschersingel,in Utrecht,75 m,,€ 1100,p/m | excl. g/w/e,Gemeubileerd,01-09-2021 tot 28-02-2022,1 week geleden geplaatst,https://kamernet.nl/huren/appartement-utrecht/eschersingel/appartement-1984228,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Campuslaan,in Enschede,14 m,,€ 292,p/m | incl. g/w/e,Kaal,30-09-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-enschede/campuslaan/kamer-1984268,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Cremerstraat,in Utrecht,9 m,Totale oppervlakte: 60 m 2,€ 400,p/m | incl. g/w/e,Gemeubileerd,01-11-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/cremerstraat/kamer-1984265,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' In overleg '}"
Buitenwatersloot,in Delft,11 m,,€ 211,p/m | incl. g/w/e,Kaal,13-09-2021,6 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-delft/buitenwatersloot/kamer-1984294,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  6 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
De Schelp,in Zandvoort,37 m,Totaal 2 kamers (1 slaapkamer) ,€ 1050,p/m | incl. g/w/e,Gemeubileerd,01-11-2021 tot 31-03-2022,6 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-zandvoort/de-schelp/appartement-1984274,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisdieren': ' Nee '}"
