straat,plaats,oppervlakte_kamer,oppervlakte_subtitel,prijs,gas_water_licht,opleverniveau,beschikbaarheid,publicatiedatum,kamers_url,woningdetails
Van der Mondestraat,in Utrecht,30 m,Totaal 1 kamer (1 slaapkamer) ,€ 1050,p/m | incl. g/w/e,Gemeubileerd,01-11-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/studio-utrecht/van-der-mondestraat/studio-1987513,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisdieren': ' In overleg '}"
Jacoba van Beierenlaan,in Delft,12 m,,€ 350,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-delft/jacoba-van-beierenlaan/kamer-1987503,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Meer dan 8 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' In overleg '}"
Professor Kamerlingh Onneslaan,in Schiedam,35 m,Totaal 2 kamers (1 slaapkamer) ,€ 750,p/m | excl. g/w/e,Gestoffeerd,10-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/studio-schiedam/professor-kamerlingh-onneslaan/studio-1987496,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Frederik Hendriklaan,in Den Haag,10 m,,€ 380,p/m | incl. g/w/e,Gestoffeerd,10-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-den-haag/frederik-hendriklaan/kamer-1987494,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  8  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
De Werf,in Monnickendam,9 m,Totale oppervlakte: 95 m 2,€ 700,p/m | excl. g/w/e,Gemeubileerd,12-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-monnickendam/de-werf/kamer-1987678,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Hildebranddreef,in Utrecht,30 m,,€ 999,p/m | incl. g/w/e,Gestoffeerd,12-09-2021,Gisteren geplaatst,https://kamernet.nl/huren/kamer-utrecht/hildebranddreef/kamer-1987725,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Ja '}"
Kortekade,in Rotterdam,26 m,Totale oppervlakte: 100 m 2,€ 520,p/m | incl. g/w/e,Kaal,01-11-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/kortekade/kamer-1987665,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Borggraaf,in Lelystad,25 m,,€ 795,p/m | excl. g/w/e,Gestoffeerd,30-10-2019,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-lelystad/borggraaf/kamer-1718678,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
De Savornin Lohmanplein,in Groningen,19 m,Totale oppervlakte: 7 m 2,€ 445,p/m | incl. g/w/e,Gemeubileerd,13-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-groningen/de-savornin-lohmanplein/kamer-1987509,"{'Woonkamer': ' Geen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Van Oldenbarneveldtstraat,in Amsterdam,60 m,Totaal 4 kamers (2 slaapkamers) ,€ 1800,p/m | excl. g/w/e,Gemeubileerd,01-12-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-amsterdam/van-oldenbarneveldtstraat/appartement-1987679,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Nee ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
E. du Perronlaan,in Delft,20 m,,€ 330,p/m | incl. g/w/e,Kaal,11-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-delft/e.-du-perronlaan/kamer-1987683,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  5 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' In overleg '}"
Cauberg,in Capelle aan den IJssel,15 m,Totale oppervlakte: 120 m 2,€ 400,p/m | incl. g/w/e,Gemeubileerd,09-04-2020,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-capelle-aan-den-ijssel/cauberg/kamer-1790049,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
2e Kekerstraat,in Amsterdam,15 m,,€ 400,p/m | incl. g/w/e,Gemeubileerd,11-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/2e-kekerstraat/kamer-1987705,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Brinklaan,in Bussum,8 m,,€ 450,p/m | incl. g/w/e,Gestoffeerd,11-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-bussum/brinklaan/kamer-1987685,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Oldenburgerstraat,in Utrecht,22 m,Totale oppervlakte: 30 m 2,€ 750,p/m | excl. g/w/e,Gemeubileerd,04-10-2021 tot 31-01-2022,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/oldenburgerstraat/kamer-1987716,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Regulierstraat,in Haarlem,14 m,Totale oppervlakte: 70 m 2,€ 500,p/m | incl. g/w/e,Kaal,18-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-haarlem/regulierstraat/kamer-1987720,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Tijl Uilenspiegelstraat,in Amsterdam,20 m,Totale oppervlakte: 30 m 2,€ 650,p/m | incl. g/w/e,Gestoffeerd,18-09-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/tijl-uilenspiegelstraat/kamer-1987729,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Ja '}"
Frederik Hendriklaan,in Den Haag,17 m,,€ 495,p/m | incl. g/w/e,Gestoffeerd,10-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-den-haag/frederik-hendriklaan/kamer-1987493,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  8  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Burgemeester Martenssingel,in Gouda,60 m,,€ 1000,p/m | excl. g/w/e,Kaal,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-gouda/burgemeester-martenssingel/appartement-1987482,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Nee ', 'Energielabel': ' B ', 'Huisdieren': ' Nee '}"
Polanenstraat,in Rotterdam,17 m,Totale oppervlakte: 14 m 2,€ 570,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/polanenstraat/kamer-1987650,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Bilderdijkstraat,in Rotterdam,12 m,,€ 550,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-rotterdam/bilderdijkstraat/kamer-1987518,"{'Woonkamer': ' Eigen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Patrimoniumlaan,in Amstelveen,15 m,,€ 850,p/m | incl. g/w/e,Gemeubileerd,01-10-2021 tot 01-01-2023,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amstelveen/patrimoniumlaan/kamer-1987521,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Zevenbergsedijkje,in Rotterdam,30 m,,€ 850,p/m | incl. g/w/e,Gestoffeerd,15-11-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/studio-rotterdam/zevenbergsedijkje/studio-1987529,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Nee ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Menkemaborg,in Lelystad,50 m,Totale oppervlakte: 100 m 2,€ 795,p/m | excl. g/w/e,Gestoffeerd,15-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-lelystad/menkemaborg/kamer-1987666,"{'Woonkamer': ' Eigen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Onbekend ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Amstelkade,in Amsterdam,10 m,Totale oppervlakte: 58 m 2,€ 880,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/amstelkade/kamer-1987670,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Amsterdamsestraatweg,in Utrecht,32 m,,€ 895,p/m | incl. g/w/e,Gestoffeerd,17-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/amsterdamsestraatweg/kamer-1987541,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Van Leijenberghlaan,in Amsterdam,10 m,Totale oppervlakte: 90 m 2,€ 575,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,2 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/van-leijenberghlaan/kamer-1987707,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Digna Johannaweg,in Hoogvliet Rotterdam,12 m,,€ 600,p/m | incl. g/w/e,Gemeubileerd,08-06-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-hoogvliet-rotterdam/digna-johannaweg/kamer-1987533,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Oudenoord,in Utrecht,14 m,Totale oppervlakte: 40 m 2,€ 520,p/m | excl. g/w/e,Gestoffeerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/oudenoord/kamer-1987506,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Zwanebloemlaan,in Amsterdam,23 m,,€ 725,p/m | incl. g/w/e,Gestoffeerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/zwanebloemlaan/kamer-1987549,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  Onbekend  ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Waalstraat,in Utrecht,18 m,,€ 650,p/m | incl. g/w/e,Kaal,10-11-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/waalstraat/kamer-1987532,"{'Woonkamer': ' Geen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Menno ter Braaklaan,in Delft,9 m,,€ 270,p/m | incl. g/w/e,Kaal,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-delft/menno-ter-braaklaan/kamer-1987514,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Heeskesacker,in Nijmegen,16 m,Totale oppervlakte: 50 m 2,€ 499,p/m | incl. g/w/e,Gemeubileerd,01-11-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-nijmegen/heeskesacker/kamer-1987565,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' C ', 'Huisgenoten': '  2 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
De Leeuw van Vlaanderenstraat,in Amsterdam,15 m,Totale oppervlakte: 110 m 2,€ 730,p/m | incl. g/w/e,Gemeubileerd,15-09-2021 tot 15-09-2022,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/de-leeuw-van-vlaanderenstraat/kamer-1987557,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Sphinxlunet,in Maastricht,100 m,Totaal 2 kamers,€ 1535,p/m | excl. g/w/e,Kaal,01-11-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/appartement-maastricht/sphinxlunet/appartement-1987581,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Onbekend ', 'Badkamer': ' Onbekend ', 'Toilet': ' Onbekend ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Edisonstraat,in IJmuiden,9 m,Totale oppervlakte: 40 m 2,€ 365,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-ijmuiden/edisonstraat/kamer-1987572,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  5 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Rembrandtlaan,in Papendrecht,25 m,Totale oppervlakte: 10 m 2,€ 500,p/m | incl. g/w/e,Gestoffeerd,15-09-2021 tot 16-09-2022,Gisteren geplaatst,https://kamernet.nl/huren/kamer-papendrecht/rembrandtlaan/kamer-1987756,"{'Woonkamer': ' Eigen ', 'Keuken': ' Geen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Vouerweg,in Sittard,40 m,,€ 400,p/m | incl. g/w/e,Gemeubileerd,01-09-2021,14 uur geleden geplaatst,https://kamernet.nl/huren/kamer-sittard/vouerweg/kamer-1987875,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Nieuwe Schoolstraat,in Delft,8 m,Totale oppervlakte: 40 m 2,€ 235,p/m | incl. g/w/e,Gemeubileerd,18-09-2021,14 uur geleden geplaatst,https://kamernet.nl/huren/kamer-delft/nieuwe-schoolstraat/kamer-1987873,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  2 ', 'Geslacht': ' Man ', 'Huisdieren': ' In overleg '}"
Boterdiepstraat,in Amsterdam,60 m,Totaal 2 kamers (1 slaapkamer) ,€ 1644,p/m | excl. g/w/e,Gestoffeerd,18-10-2021,14 uur geleden geplaatst,https://kamernet.nl/huren/appartement-amsterdam/boterdiepstraat/appartement-1987874,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Nee ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' In overleg '}"
Croesestraat,in Utrecht,37 m,Totaal 1 kamer (1 slaapkamer) ,€ 795,p/m | incl. g/w/e,Gestoffeerd,13-11-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/studio-utrecht/croesestraat/studio-1987558,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisdieren': ' Nee '}"
Osdorperweg,in Amsterdam,30 m,Totale oppervlakte: 200 m 2,€ 500,p/m | incl. g/w/e,Gestoffeerd,13-09-2021,14 uur geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/osdorperweg/kamer-1987877,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' A ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Ja '}"
Jan Kistenstraat,in Den Haag,13 m,Totale oppervlakte: 50 m 2,€ 350,p/m | incl. g/w/e,Gemeubileerd,01-10-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-den-haag/jan-kistenstraat/kamer-1987538,"{'Woonkamer': ' Onbekend ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Eigen ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Vinkenstraat,in Zaandam,18 m,,€ 750,p/m | incl. g/w/e,Gemeubileerd,13-09-2021,14 uur geleden geplaatst,https://kamernet.nl/huren/kamer-zaandam/vinkenstraat/kamer-1987887,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Geen ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Amsterdamsestraatweg,in Utrecht,40 m,,€ 950,p/m | incl. g/w/e,Gestoffeerd,17-09-2021,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/amsterdamsestraatweg/kamer-1987539,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Eigen ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Balthasar van der Polweg,in Delft,19 m,,€ 450,p/m | incl. g/w/e,Gestoffeerd,08-10-2021,3 uur geleden geplaatst,https://kamernet.nl/huren/kamer-delft/balthasar-van-der-polweg/kamer-1988059,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  4  ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Dunantlaan,in Pijnacker,20 m,,€ 290,p/m | incl. g/w/e,Gemeubileerd,13-09-2021,14 uur geleden geplaatst,https://kamernet.nl/huren/kamer-pijnacker/dunantlaan/kamer-1987882,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Vrouw ', 'Huisdieren': ' Nee '}"
Gantellaan,in Pijnacker,34 m,,€ 395,p/m | incl. g/w/e,Gemeubileerd,06-11-2019,3 uur geleden geplaatst,https://kamernet.nl/huren/kamer-pijnacker/gantellaan/kamer-1721554,"{'Woonkamer': ' Eigen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Kleine Oord,in Arnhem,23 m,,€ 445,p/m | incl. g/w/e,Gestoffeerd,01-11-2021,3 uur geleden geplaatst,https://kamernet.nl/huren/kamer-arnhem/kleine-oord/kamer-1988056,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  6 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Bart de Ligtstraat,in Amsterdam,23 m,,€ 500,p/m | incl. g/w/e,Gemeubileerd,13-09-2021,2 uur geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/bart-de-ligtstraat/kamer-1988073,"{'Woonkamer': ' Eigen ', 'Keuken': ' Eigen ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  Geen ', 'Geslacht': ' Onbekend ', 'Huisdieren': ' Nee '}"
Lutmastraat,in Amsterdam,18 m,,€ 925,p/m | incl. g/w/e,Gemeubileerd,03-10-2021 tot 02-10-2022,3 dagen geleden geplaatst,https://kamernet.nl/huren/kamer-amsterdam/lutmastraat/kamer-1987526,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
Taagdreef,in Utrecht,12 m,,€ 360,p/m | incl. g/w/e,Gestoffeerd,16-10-2021,2 uur geleden geplaatst,https://kamernet.nl/huren/kamer-utrecht/taagdreef/kamer-1988069,"{'Woonkamer': ' Geen ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  3 ', 'Geslacht': ' Gemengd ', 'Huisdieren': ' Nee '}"
Oliemolensingel,in Enschede,17 m,,€ 650,p/m | excl. g/w/e,Gemeubileerd,01-10-2021,3 uur geleden geplaatst,https://kamernet.nl/huren/kamer-enschede/oliemolensingel/kamer-1988048,"{'Woonkamer': ' Gedeeld ', 'Keuken': ' Gedeeld ', 'Badkamer': ' Gedeeld ', 'Toilet': ' Gedeeld ', 'Internet': ' Ja ', 'Energielabel': ' Onbekend ', 'Huisgenoten': '  1 ', 'Geslacht': ' Man ', 'Huisdieren': ' Nee '}"
